Symbol,Sector,Industry,Broad Sector,TTM Revenue,Revenue CAGR 5Y,Revenue CAGR 10Y,Revenue CAGR Max,Revenue CAGR Years,TTM Profit,Profit CAGR 5Y,Profit CAGR 10Y,Profit CAGR Max,Profit CAGR Years,Avg OPM 5Y,Avg OPM 10Y,Revenue YoY Q,Revenue Consecutive YoY,Revenue Accelerating,Profit YoY Q,Profit Positive Q,Total Quarters,Latest OPM Q,Avg OPM 4Q,Margin Improving,Latest EPS Q,EPS YoY Growth,Latest Debt,Debt Reducing,Latest Equity,Debt to Equity,ROE,Latest Operating CF,CF Positive Years,CF Total Years,CF Growing,CF Consistency,Latest ROCE,ROCE Improving,Avg ROCE 5Y,Final ROE,Promoter Holding,Promoter Change 4Q,Promoter Change 8Q,FII Holding,FII Change 4Q,DII Holding,DII Change 4Q,ROE from Ratios,ROE Avg 5Y,ROE Improving
MWL,Metals & Mining,Trading - Metals,Commodities,1060.0,,,36.88,4.0,30.0,,,77.83,4.0,3.4,3.4,29.63,4.0,False,75.0,12.0,12.0,7.0,6.25,True,4.74,74.91,223.0,False,278.0,0.8,10.79,-87.0,2.0,5.0,False,40.0,14.0,True,13.8,10.79,66.5,-0.91,2.53,0.0,0.0,0.36,0.36,,,
NACLIND,Chemicals,Pesticides & Agrochemicals,Commodities,1235.0,4.0,5.17,6.22,11.0,-92.0,,,,11.0,4.6,5.4,18.66,3.0,True,,6.0,13.0,2.0,-4.25,True,-0.43,-72.44,502.0,True,444.0,1.13,-20.72,469.0,10.0,12.0,True,83.3,-8.0,False,7.8,-20.72,53.74,-9.91,-10.06,0.02,-0.15,1.42,1.42,,,
NAHARCAP,Financial Services,Investment Company,Financial Services,46.0,20.64,6.72,6.72,10.0,50.0,65.72,10.16,10.16,10.0,71.0,66.8,0.0,0.0,True,116.67,11.0,13.0,42.0,49.0,True,7.81,101.29,6.0,False,1648.0,0.0,3.03,-0.0,4.0,11.0,True,36.4,4.0,False,8.6,3.03,72.2,0.55,0.65,0.31,-0.05,0.37,0.0,,,
NAHARINDUS,Textiles,Other Textile Products,Consumer Discretionary,1530.0,-0.55,-1.6,4.83,11.0,18.0,,,-12.17,11.0,7.8,8.4,-20.82,0.0,False,25.05,10.0,13.0,4.48,3.9,False,1.34,25.23,515.0,True,1011.0,0.51,1.78,78.0,10.0,12.0,False,83.3,4.0,False,7.2,1.78,71.25,0.0,0.0,0.0,-0.12,0.26,0.0,,,
NAHARPOLY,Capital Goods,Packaging,Industrials,666.0,19.18,8.23,8.23,10.0,47.0,4.9,15.63,15.63,10.0,14.4,12.9,-3.47,0.0,False,137.5,11.0,13.0,12.0,14.25,False,7.86,157.7,96.0,True,853.0,0.11,5.51,57.0,9.0,10.0,False,90.0,6.0,True,7.8,5.51,72.28,0.4,1.2,0.03,-0.02,0.01,0.0,,,
NAHARSPING,Textiles,Other Textile Products,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.42,0.35,0.71,0.0,-0.12,0.59,-0.15,,,
NAM-INDIA,Financial Services,Asset Management Company,Financial Services,2518.0,16.13,10.23,11.32,11.0,1286.0,25.38,13.77,15.21,11.0,66.0,54.3,19.9,4.0,True,36.95,13.0,13.0,67.0,65.0,True,6.34,36.05,85.0,False,4384.0,0.02,29.33,1200.0,10.0,11.0,True,90.9,41.0,True,33.0,29.33,72.05,-0.38,-1.05,7.9,-0.38,13.83,0.81,,,
NARMADA,Fast Moving Consumer Goods,Animal Feed,Fast Moving Consumer Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3,1.19,-13.64,0.03,0.03,8.96,1.05,,,
NATCAPSUQ,Healthcare,Pharmaceuticals,Healthcare,169.0,22.21,,17.39,7.0,1.0,0.0,,0.0,7.0,15.4,13.0,-13.87,0.0,False,-6572.73,9.0,13.0,-6.15,0.59,False,-6.89,-6363.64,112.0,False,245.0,0.46,0.41,27.0,6.0,8.0,True,75.0,3.0,False,11.0,0.41,51.26,0.13,-5.31,,,0.0,0.0,,,
NATCOPHARM,Healthcare,Pharmaceuticals,Healthcare,4430.0,18.26,18.3,17.68,11.0,1883.0,32.68,30.64,30.83,11.0,34.6,34.2,36.21,1.0,True,14.39,13.0,13.0,25.0,38.75,False,8.46,13.86,261.0,True,8650.0,0.03,21.77,1697.0,12.0,12.0,True,100.0,33.0,True,19.6,21.77,49.48,-0.14,-0.23,15.16,-2.78,5.39,-0.2,,,
NATHBIOGEN,Fast Moving Consumer Goods,Other Agricultural Products,Fast Moving Consumer Goods,268.0,22.54,,22.54,5.0,39.0,34.08,,34.08,5.0,18.8,18.2,78.9,4.0,True,-39.62,13.0,13.0,5.41,8.41,True,0.84,-39.57,155.0,False,680.0,0.23,5.74,18.0,4.0,4.0,False,100.0,7.0,False,11.2,5.74,45.59,0.0,0.0,0.31,0.12,0.01,-4.36,,,
NATIONALUM,Metals & Mining,Aluminium,Commodities,16788.0,14.66,8.56,8.56,10.0,5268.0,107.79,14.83,14.83,10.0,26.8,20.8,1.48,4.0,False,1.85,13.0,13.0,46.0,45.5,False,8.69,1.88,56.0,True,19836.0,0.0,26.56,5806.0,10.0,11.0,True,90.9,44.0,True,24.4,26.56,51.28,0.0,0.0,19.67,5.54,12.35,-5.64,,,
NAUKRI,Consumer Services,Internet & Catalogue Retail,Consumer Discretionary,2850.0,16.78,14.56,15.81,11.0,1310.0,,,32.35,11.0,21.8,11.6,13.43,4.0,False,10.07,12.0,13.0,36.0,33.75,True,4.19,12.03,276.0,False,48610.0,0.01,2.69,876.0,12.0,12.0,True,100.0,3.0,False,7.4,2.69,37.59,-0.04,-0.31,29.66,-2.97,21.83,3.24,,,
NAVA,Power,Power Generation,Utilities,3984.0,7.63,8.19,7.89,11.0,1434.0,21.98,21.24,16.16,11.0,43.2,37.6,17.7,2.0,True,-7.65,13.0,13.0,45.0,41.0,True,7.84,-9.15,1596.0,False,8102.0,0.2,17.7,2157.0,11.0,12.0,True,91.7,17.0,False,15.4,17.7,50.1,1.21,1.25,10.36,-0.72,0.38,0.22,,,
NAVINFLUOR,Chemicals,Specialty Chemicals,Commodities,2349.0,17.21,14.78,15.4,11.0,289.0,-6.71,17.42,14.06,11.0,23.6,22.7,47.19,4.0,True,120.24,13.0,13.0,34.0,30.25,True,36.18,114.59,1177.0,True,3601.0,0.33,8.03,571.0,11.0,12.0,True,91.7,12.0,False,16.8,8.03,27.11,-1.32,-1.69,23.74,5.19,28.09,-0.37,,,
NAVKARCORP,Services,Logistics Solution Provider,Services,371.0,6.72,,6.72,5.0,86.0,12.84,,12.84,5.0,36.2,35.8,15.22,4.0,False,21.05,12.0,12.0,35.0,36.75,False,1.56,14.71,413.0,True,1495.0,0.28,5.75,108.0,6.0,6.0,False,100.0,7.0,False,11.2,5.75,70.37,-0.08,-0.07,0.22,-0.51,1.65,0.34,,,
NAVNETEDUL,"Media, Entertainment & Publication",Printing & Publication,Consumer Discretionary,1781.0,3.55,6.22,6.49,11.0,804.0,32.48,19.99,19.34,11.0,14.2,17.6,-11.35,0.0,False,1153.33,10.0,13.0,-3.0,11.0,False,7.78,1134.92,102.0,True,1942.0,0.05,41.4,274.0,11.0,12.0,True,91.7,15.0,False,12.2,41.4,63.35,0.0,0.04,3.16,-0.26,12.93,0.44,,,
NAZARA,"Media, Entertainment & Publication",Digital Entertainment,Consumer Discretionary,1624.0,45.62,,25.45,9.0,51.0,,,-2.66,9.0,9.6,15.0,-24.07,0.0,False,-35.38,12.0,13.0,16.68,-1.05,True,0.27,-70.0,196.0,False,3395.0,0.06,1.5,66.0,9.0,10.0,True,90.0,2.0,False,4.8,1.5,35.45,26.45,18.29,11.98,0.39,3.62,-9.89,,,
NBCC,Construction,Civil Construction,Industrials,12039.0,8.28,10.6,10.37,11.0,557.0,40.98,7.2,7.28,11.0,3.8,3.9,7.58,4.0,False,38.73,13.0,13.0,4.0,4.75,False,0.71,39.22,0.0,True,2671.0,,20.85,657.0,8.0,12.0,True,66.7,33.0,True,26.2,20.85,61.75,0.0,0.0,5.2,1.05,12.25,3.31,,,
NCC,Construction,Civil Construction,Industrials,22199.0,20.05,8.84,10.68,11.0,868.0,22.55,33.58,,11.0,9.4,9.9,-8.92,0.0,True,-34.47,13.0,13.0,9.0,9.0,False,1.95,-36.69,2923.0,False,7534.0,0.39,11.52,742.0,12.0,12.0,False,100.0,22.0,True,17.2,11.52,22.25,0.23,0.25,11.49,-6.64,15.3,1.13,,,
NCLIND,Construction Materials,Cement & Cement Products,Commodities,1799.0,13.91,,10.65,6.0,25.0,-13.29,,-9.99,6.0,10.6,11.7,0.59,2.0,False,333.33,13.0,13.0,11.0,11.25,True,2.93,343.94,259.0,False,889.0,0.29,2.81,86.0,7.0,7.0,False,100.0,7.0,False,15.2,2.81,40.95,-1.16,-3.53,3.95,-1.19,0.16,0.13,,,
NDLVENTURE,Financial Services,Other Financial Services,Financial Services,1080.0,6.59,7.22,8.64,11.0,2.0,,-33.76,-30.47,11.0,3.6,10.2,-9.59,0.0,False,,5.0,13.0,12.0,13.5,False,-14.23,60.43,1243.0,False,248.0,5.01,0.81,-27.0,4.0,12.0,True,33.3,2.0,True,-3.4,0.81,66.2,0.0,1.52,5.32,-0.06,0.04,-1.25,,,
NDRAUTO,Automobile and Auto Components,Auto Components & Equipments,Consumer Discretionary,713.0,49.03,,49.03,5.0,53.0,49.91,,49.91,5.0,7.8,6.3,18.86,4.0,True,15.38,13.0,13.0,11.0,11.0,False,6.38,13.32,52.0,False,333.0,0.16,15.92,84.0,5.0,6.0,True,83.3,23.0,True,15.0,15.92,73.13,0.07,0.07,0.05,0.05,0.0,0.0,,,
NDTV,"Media, Entertainment & Publication",TV Broadcasting & Software Production,Consumer Discretionary,465.0,4.51,-2.03,0.12,11.0,-218.0,,,,11.0,3.2,1.6,12.78,4.0,True,,2.0,13.0,-41.0,-45.0,False,-7.11,43.93,464.0,False,-88.0,,,-144.0,6.0,12.0,False,50.0,-48.0,False,11.0,,69.02,4.31,-0.69,0.05,-0.05,0.0,0.0,,,
NECLIFE,Healthcare,Pharmaceuticals,Healthcare,1664.0,-6.77,0.16,0.17,11.0,-114.0,,,,11.0,5.4,8.7,,0.0,False,75.0,9.0,13.0,77.0,-118.75,True,0.64,82.86,459.0,True,716.0,0.64,-15.92,169.0,12.0,12.0,True,100.0,-5.0,False,1.8,-15.92,51.84,7.31,-3.96,0.58,-1.07,0.0,-0.15,,,
NELCAST,Capital Goods,Castings & Forgings,Industrials,1252.0,17.17,8.67,8.41,11.0,37.0,0.55,5.34,4.84,11.0,6.8,8.4,13.4,1.0,True,166.67,13.0,13.0,10.0,8.5,True,1.83,165.22,292.0,True,565.0,0.52,6.55,105.0,11.0,12.0,True,91.7,10.0,False,8.4,6.55,74.87,0.0,0.0,0.45,0.45,0.11,0.11,,,
NELCO,Information Technology,Computers Hardware & Equipments,Information Technology,305.0,6.75,9.51,7.69,11.0,10.0,-6.51,17.46,,11.0,18.4,17.5,-3.0,0.0,True,-124.04,11.0,13.0,9.99,9.98,True,-0.52,-123.96,72.0,False,129.0,0.56,7.75,20.0,12.0,12.0,False,100.0,14.0,False,18.2,7.75,50.09,0.0,0.0,4.61,-0.8,0.16,0.02,,,
NEOGEN,Chemicals,Specialty Chemicals,Commodities,778.0,20.52,24.93,23.85,11.0,35.0,3.83,21.48,21.8,11.0,17.4,17.4,9.23,4.0,True,-63.14,13.0,13.0,14.5,15.92,False,1.4,-63.06,1132.0,False,799.0,1.42,4.38,196.0,6.0,11.0,True,54.5,9.0,False,12.4,4.38,51.22,0.0,-5.67,4.57,-3.16,21.99,-0.53,,,
NESCO,Services,Diversified Commercial Services,Services,732.0,11.12,14.14,14.82,11.0,375.0,9.89,12.84,14.95,11.0,63.8,65.6,19.81,4.0,False,-4.55,13.0,13.0,51.0,55.25,False,14.85,-4.81,110.0,False,2799.0,0.04,13.4,349.0,12.0,12.0,True,100.0,21.0,False,19.2,13.4,68.54,0.0,0.0,4.65,-0.26,3.78,0.42,,,
NESTLEIND,Fast Moving Consumer Goods,Packaged Foods,Fast Moving Consumer Goods,20202.0,,,2.77,2.0,3208.0,,,3.43,2.0,23.7,23.7,18.56,4.0,True,45.06,8.0,8.0,21.0,22.25,False,5.18,45.1,477.0,False,4435.0,0.11,72.33,2936.0,2.0,2.0,,100.0,96.0,,96.0,72.33,62.76,0.0,0.0,9.81,-0.46,12.1,1.3,,,
NETWEB,Information Technology,IT Enabled Services,Information Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,-0.39,-4.45,9.55,-1.55,3.3,-1.93,,,
NETWORK18,"Media, Entertainment & Publication",Media & Entertainment,Consumer Discretionary,6888.0,5.16,8.22,8.92,11.0,-1777.0,,,,11.0,4.8,2.7,-60.36,0.0,True,,4.0,13.0,1.79,1.49,False,-0.04,-99.57,3217.0,True,4931.0,0.65,-36.04,-1912.0,6.0,12.0,True,50.0,1.0,False,5.8,-36.04,56.89,0.0,-18.11,6.26,-0.35,0.15,-0.03,,,
NEULANDLAB,Healthcare,Pharmaceuticals,Healthcare,1477.0,14.12,12.16,11.06,11.0,260.0,74.65,32.16,22.86,11.0,21.2,17.2,10.55,2.0,False,-59.8,13.0,13.0,18.0,19.0,True,31.62,-60.07,265.0,False,1620.0,0.16,16.05,317.0,12.0,12.0,True,100.0,19.0,False,18.8,16.05,32.63,-0.05,-0.17,20.9,-2.96,14.72,5.63,,,
NEWGEN,Information Technology,Computers - Software & Consulting,Information Technology,1487.0,17.6,17.05,17.05,10.0,315.0,33.97,21.21,21.21,10.0,24.8,20.7,4.99,4.0,False,-29.21,13.0,13.0,27.0,24.75,False,4.41,-30.44,52.0,False,1593.0,0.03,19.77,215.0,11.0,11.0,True,100.0,28.0,True,26.8,19.77,53.52,-0.78,-1.55,17.34,-2.97,9.68,0.58,,,
NFL,Chemicals,Fertilizers,Commodities,19798.0,8.55,8.8,8.8,10.0,184.0,,21.61,21.61,10.0,4.0,5.4,17.32,2.0,False,193.48,7.0,13.0,4.0,3.25,False,2.76,196.77,4537.0,False,2565.0,1.77,7.17,2590.0,7.0,11.0,True,63.6,8.0,False,8.4,7.17,74.71,0.0,0.0,1.06,0.64,5.91,-1.37,,,
NGLFINE,Healthcare,Pharmaceuticals,Healthcare,368.0,19.34,,15.75,6.0,21.0,21.29,,0.82,6.0,18.0,17.9,43.82,3.0,True,1500.0,13.0,13.0,18.0,12.5,True,25.4,1127.05,88.0,False,300.0,0.29,7.0,36.0,7.0,7.0,True,100.0,9.0,False,25.8,7.0,72.74,0.0,-0.32,0.0,-0.05,0.0,0.0,,,
NH,Healthcare,Hospital,Healthcare,5483.0,11.88,14.93,15.77,11.0,791.0,46.06,,35.06,11.0,19.0,15.3,61.12,4.0,True,-34.2,13.0,13.0,17.0,21.75,False,6.2,-34.32,2340.0,False,4059.0,0.58,19.49,986.0,12.0,12.0,False,100.0,21.0,False,21.2,19.49,63.27,-0.58,-0.58,11.1,1.65,7.91,-0.77,,,
NHPC,Power,Power Generation,Utilities,10380.0,0.73,2.36,3.14,11.0,3412.0,0.4,2.0,6.93,11.0,52.0,53.3,-2.89,0.0,False,-2.73,13.0,13.0,10.0,43.0,False,0.22,-4.35,44923.0,False,41240.0,1.09,8.27,5026.0,12.0,12.0,True,100.0,7.0,False,7.6,8.27,67.4,0.0,-3.55,10.39,1.62,10.31,0.27,,,
NIACL,Financial Services,General Insurance,Financial Services,43354.0,8.87,12.5,13.28,11.0,1038.0,-6.43,-3.03,2.05,11.0,2.8,-3.7,12.76,3.0,False,8.88,12.0,13.0,2.0,1.75,False,2.31,8.96,0.0,False,28813.0,,3.6,-3390.0,3.0,11.0,True,27.3,4.0,True,3.4,3.6,85.44,0.0,0.0,1.0,0.16,11.15,-0.03,,,
NIBE,Capital Goods,Aerospace & Defense,Industrials,507.0,,,119.74,2.0,27.0,,,267.42,2.0,12.0,12.0,-60.4,0.0,False,-1050.0,10.0,13.0,-16.0,1.0,False,-11.76,-911.03,91.0,False,233.0,0.39,11.59,25.0,2.0,3.0,True,66.7,16.0,,16.0,11.59,53.39,0.31,3.43,8.7,-0.02,0.35,-0.1,,,
NIBL,Capital Goods,Abrasives & Bearings,Industrials,64.0,8.79,,6.39,8.0,19.0,,,,8.0,-0.2,-3.2,11.76,3.0,False,,1.0,13.0,-24.0,-16.0,False,-4.49,98.67,130.0,False,-36.0,,,-19.0,6.0,9.0,False,66.7,-20.0,False,-8.6,,74.48,1.75,-0.1,,,0.01,0.0,,,
NIITLTD,Consumer Services,Education,Consumer Discretionary,358.0,-16.63,-9.33,-8.43,11.0,48.0,-48.52,,8.79,11.0,3.6,5.4,3.32,4.0,False,-67.33,12.0,13.0,-0.89,-3.86,True,0.29,-70.71,7.0,True,1070.0,0.01,4.49,29.0,12.0,12.0,True,100.0,6.0,True,4.0,4.49,36.97,-0.24,2.24,11.25,-2.21,11.17,-0.34,,,
NIITMTS,Consumer Services,Education,Consumer Discretionary,1653.0,,,13.45,3.0,228.0,,,4.12,3.0,23.2,23.2,19.33,4.0,False,19.35,13.0,13.0,19.0,19.25,False,5.42,19.38,260.0,False,1335.0,0.19,17.08,247.0,4.0,4.0,True,100.0,28.0,False,32.7,17.08,34.19,-0.3,-0.53,17.13,-0.5,24.27,2.74,,,
NILAINFRA,Realty,"Residential, Commercial Projects",Consumer Discretionary,247.0,0.24,7.13,8.87,11.0,20.0,4.56,5.24,4.75,11.0,7.2,11.2,43.35,4.0,False,-5.3,12.0,13.0,9.29,9.0,True,0.12,0.0,24.0,True,177.0,0.14,11.3,60.0,8.0,12.0,True,66.7,19.0,True,9.8,11.3,61.9,0.0,0.0,0.28,-0.32,,,,,
NILASPACES,Realty,"Residential, Commercial Projects",Consumer Discretionary,136.0,9.1,,21.31,8.0,15.0,49.63,,10.0,8.0,-166.6,-87.4,58.09,4.0,True,118.13,9.0,13.0,34.5,28.24,True,0.2,100.0,96.0,False,153.0,0.63,9.8,-40.0,5.0,9.0,False,55.6,24.0,True,8.2,9.8,61.9,0.0,0.0,0.03,0.03,,,,,
NILKAMAL,Consumer Durables,Plastic Products - Consumer,Consumer Discretionary,3313.0,7.98,5.75,6.05,11.0,107.0,-5.5,7.69,7.56,11.0,9.6,10.5,12.65,4.0,False,13.64,13.0,13.0,9.0,8.75,False,16.93,17.57,539.0,False,1507.0,0.36,7.1,247.0,12.0,12.0,True,100.0,10.0,False,11.4,7.1,64.54,0.0,0.0,1.0,-0.08,14.21,-0.2,,,
NINSYS,Information Technology,Computers - Software & Consulting,Information Technology,140.0,,,68.67,1.0,26.0,,,62.5,1.0,24.0,24.0,22.99,4.0,False,15.16,9.0,9.0,25.55,23.45,True,4.17,15.19,2.0,False,78.0,0.03,33.33,24.0,2.0,2.0,,100.0,67.0,,67.0,33.33,47.42,0.05,0.17,0.01,-0.1,,,,,
NIPPOBATRY,Fast Moving Consumer Goods,Household Products,Fast Moving Consumer Goods,467.0,-1.67,,2.9,9.0,122.0,64.92,,28.25,9.0,4.0,6.7,-12.6,0.0,False,,8.0,13.0,-6.42,-0.69,False,-10.45,-35.05,41.0,True,398.0,0.1,30.65,-56.0,8.0,10.0,False,80.0,33.0,True,13.0,30.65,65.35,0.0,0.0,0.0,0.0,,,,,
NIRAJ,Construction,Civil Construction,Industrials,507.0,,,30.46,4.0,15.0,,,96.8,4.0,2.0,2.0,16.79,4.0,False,161.29,13.0,13.0,4.53,3.51,False,0.95,90.0,3.0,False,255.0,0.01,5.88,-73.0,2.0,5.0,False,40.0,10.0,True,8.0,5.88,24.89,2.36,0.63,0.09,0.09,0.0,0.0,,,
NITCO,Consumer Durables,Ceramics,Consumer Discretionary,314.0,-7.35,-9.84,-8.47,11.0,-741.0,,,,11.0,-11.8,-6.3,55.29,4.0,False,,2.0,13.0,-5.0,2.0,True,-0.52,-99.43,306.0,True,302.0,1.01,-245.36,-148.0,10.0,12.0,False,83.3,-43.0,False,-18.0,-245.36,16.21,-30.57,-33.97,2.18,0.21,1.68,-4.3,,,
NITINSPIN,Textiles,Other Textile Products,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.71,0.2,0.3,0.93,-0.57,14.34,-1.14,,,
NITIRAJ,Consumer Durables,Consumer Electronics,Consumer Discretionary,46.08,3.16,,-3.94,7.0,-0.23,,,,7.0,10.0,10.7,-16.34,0.0,False,,6.0,13.0,8.36,7.74,True,0.0,-100.0,3.2,False,67.58,0.05,-0.34,0.71,5.0,8.0,False,62.5,0.38,False,4.6,-0.34,69.07,0.0,0.0,0.0,0.0,,,,,
NIVABUPA,Financial Services,General Insurance,Financial Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.36,-0.62,-0.62,10.31,1.46,16.04,6.22,,,
NLCINDIA,Power,Power Generation,Utilities,15322.0,8.21,9.69,8.99,11.0,2714.0,13.31,5.56,5.53,11.0,30.4,31.9,0.73,4.0,False,4.02,12.0,13.0,30.0,27.5,True,4.8,-0.41,24368.0,False,19966.0,1.22,13.59,8977.0,12.0,12.0,True,100.0,11.0,False,9.4,13.59,72.2,0.0,-7.0,3.22,0.36,13.71,-0.75,,,
NMDC,Metals & Mining,Industrial Minerals,Commodities,23906.0,15.36,6.82,6.42,11.0,6520.0,12.78,0.26,0.21,11.0,41.6,44.9,15.88,4.0,False,-6.54,13.0,13.0,28.0,31.25,False,2.0,-6.54,3640.0,False,32457.0,0.11,20.09,1894.0,12.0,12.0,True,100.0,30.0,True,34.0,20.09,60.79,0.0,0.0,13.48,1.36,14.06,-0.4,,,
NOCIL,Chemicals,Specialty Chemicals,Commodities,1393.0,10.49,6.84,8.02,11.0,103.0,-4.7,6.1,14.16,11.0,14.4,19.1,-0.72,0.0,True,-28.29,13.0,13.0,8.49,8.66,False,0.55,-28.57,9.0,True,1771.0,0.01,5.82,26.0,11.0,12.0,False,91.7,7.0,False,11.4,5.82,33.76,-0.02,-0.08,4.47,-3.35,6.5,0.57,,,
NORTHARC,Financial Services,Non Banking Financial Company (NBFC),Financial Services,2344.0,31.24,,36.03,6.0,301.0,21.22,,29.44,6.0,,,25.17,4.0,True,39.73,11.0,11.0,,,,6.24,33.05,14362.0,False,3663.0,3.92,8.22,-1047.0,0.0,6.0,True,0.0,,,,11.0,,,,7.7,3.42,8.29,-14.84,11.0,10.8,False
NOVAAGRI,Chemicals,Fertilizers,Commodities,294.0,16.33,,14.21,7.0,27.0,46.51,,23.97,7.0,15.4,13.9,-24.54,0.0,False,-75.28,13.0,13.0,9.65,11.47,False,0.28,-75.44,54.0,True,229.0,0.24,11.79,-18.0,6.0,8.0,False,75.0,16.0,False,23.4,11.79,59.39,0.01,0.01,0.01,-0.13,1.24,-0.17,,,
NPST,Information Technology,IT Enabled Services,Information Technology,173.0,63.08,,38.16,7.0,45.0,114.11,,72.26,7.0,27.2,22.8,152.38,1.0,True,140.0,13.0,13.0,27.0,29.5,False,5.53,108.68,7.0,False,416.0,0.02,10.82,29.0,7.0,8.0,True,87.5,69.0,True,44.2,10.82,60.27,-7.28,-7.28,0.15,0.09,9.95,9.9,,,
NRAIL,Forest Materials,Paper & Paper Products,Commodities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.11,0.14,0.14,0.41,0.0,0.03,-0.13,,,
NRBBEARING,Automobile and Auto Components,Auto Components & Equipments,Consumer Discretionary,1199.0,9.09,6.01,6.4,11.0,82.0,19.97,4.27,8.33,11.0,16.0,16.3,17.56,4.0,True,31.82,12.0,13.0,18.0,17.25,False,2.95,34.09,133.0,True,954.0,0.14,8.6,84.0,12.0,12.0,True,100.0,16.0,False,14.6,8.6,51.2,0.08,0.53,14.12,0.67,10.31,-5.03,,,
NRL,Metals & Mining,Trading - Metals,Commodities,158.0,,,-8.08,2.0,16.0,,,3.28,2.0,6.7,6.7,71.61,1.0,True,37.18,13.0,13.0,10.14,7.6,True,0.58,26.09,15.0,False,128.0,0.12,12.5,-19.0,0.0,3.0,False,0.0,19.0,,16.5,12.5,73.02,0.49,0.49,0.06,0.05,0.0,-0.29,,,
NSIL,Financial Services,Investment Company,Financial Services,125.0,16.2,14.96,11.7,11.0,46.0,19.34,14.38,4.28,11.0,75.8,62.5,-11.88,0.0,True,-8.07,12.0,13.0,94.56,4.7,True,14.58,-8.24,1.0,False,16265.0,0.0,0.28,62.0,12.0,12.0,False,100.0,0.0,False,1.0,0.28,55.61,0.0,0.0,5.68,0.68,0.16,0.11,,,
NSLNISP,Metals & Mining,Iron & Steel,Commodities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.79,0.0,0.0,4.81,0.23,15.67,-0.35,,,
NTPC,Power,Power Generation,Utilities,188138.0,11.44,8.93,8.29,11.0,23953.0,15.01,9.14,6.98,11.0,29.2,27.5,1.72,2.0,True,8.26,13.0,13.0,32.0,29.5,True,5.66,8.43,254876.0,False,192035.0,1.33,12.47,50436.0,12.0,12.0,True,100.0,10.0,False,9.6,12.47,51.1,0.0,0.0,16.24,-1.96,29.19,2.43,,,
NTPCGREEN,Power,Power Generation,Utilities,2210.0,,,260.56,2.0,474.0,,,66.49,2.0,88.7,88.7,29.31,4.0,True,-74.24,9.0,9.0,82.0,86.75,False,0.02,-75.0,21826.0,False,18748.0,1.16,2.53,1999.0,3.0,3.0,True,100.0,5.0,,6.5,2.53,89.01,0.0,0.0,1.61,-0.57,4.8,-0.48,,,
NUCLEUS,Information Technology,Software Products,Information Technology,832.0,9.81,8.95,8.3,11.0,163.0,12.87,9.63,8.87,11.0,20.8,17.5,6.8,4.0,True,-40.0,13.0,13.0,15.0,18.75,False,7.86,-40.81,8.0,False,848.0,0.01,19.22,151.0,12.0,12.0,True,100.0,23.0,False,22.0,19.22,73.59,0.0,0.33,4.91,-0.41,1.38,-0.41,,,
NURECA,Healthcare,Medical Equipment & Supplies,Healthcare,110.0,2.13,,10.03,6.0,1.0,-30.12,,-25.82,6.0,4.0,6.4,49.81,4.0,True,,8.0,13.0,8.2,4.75,True,3.91,-239.64,5.0,False,199.0,0.03,0.5,-19.0,3.0,7.0,False,42.9,-1.0,True,17.8,0.5,68.09,3.79,4.85,0.09,-0.98,0.04,0.0,,,
NUVAMA,Financial Services,Stockbroking & Allied,Financial Services,4162.0,39.78,,39.78,5.0,985.0,28.06,,28.06,5.0,42.2,45.8,6.77,4.0,False,0.79,13.0,13.0,55.0,53.0,True,13.96,-0.64,8975.0,False,3790.0,2.37,25.99,-371.0,0.0,6.0,True,0.0,20.0,True,16.0,25.99,54.2,-0.73,-1.75,16.39,0.93,8.37,3.66,,,
NUVOCO,Construction Materials,Cement & Cement Products,Commodities,10357.0,8.8,,9.11,8.0,22.0,-38.45,,-22.32,8.0,15.0,15.2,12.12,4.0,True,,10.0,13.0,14.0,16.25,False,1.37,-179.65,5804.0,False,9181.0,0.63,0.24,1329.0,9.0,9.0,False,100.0,4.0,True,4.2,0.24,72.02,0.0,0.24,5.0,1.63,18.09,-1.17,,,
NYKAA,Consumer Services,E-Retail/ E-Commerce,Consumer Discretionary,7950.0,35.08,,45.57,7.0,72.0,,,,7.0,5.2,3.5,26.73,4.0,True,161.54,13.0,13.0,8.0,7.0,True,0.22,144.44,1407.0,False,1388.0,1.01,5.19,467.0,3.0,8.0,True,37.5,10.0,True,8.6,5.19,52.1,-0.06,-0.14,12.15,3.1,25.36,1.8,,,
