Symbol,Sector,Market_Cap_Cr,Cap_Tier,Passed,Fail_Reason
PANACEABIO,Healthcare,2019.13,Mid Cap,False,TTM Profit negative or zero
PANAMAPET,"Oil, Gas & Consumable Fuels",1588.56,Mid Cap,True,
PAR,Healthcare,106.76,Small Cap,False,TTM Profit negative or zero
PARACABLES,Capital Goods,1066.19,Mid Cap,True,
PARADEEP,Chemicals,11499.82,Mini Large,False,Poor CF: 4.0/7.0 yrs
PARAGMILK,Fast Moving Consumer Goods,2371.22,Mid Cap,True,
PARAS,Capital Goods,5054.44,Mini Large,True,
PARKHOTELS,Consumer Services,2314.47,Mid Cap,False,ROE 6.4% < 8% (Mid Cap)
PARSVNATH,Realty,285.88,Small Cap,False,TTM Profit negative or zero
PASHUPATI,Textiles,1548.57,Mid Cap,True,
PASUPTAC,Chemicals,397.36,Small Cap,False,TTM Profit negative or zero
PATANJALI,Fast Moving Consumer Goods,51705.61,Large Cap,False,Inconsistent profits: 8.0/13.0 quarters
PATELENG,Construction,2382.46,Mid Cap,False,ROE 6.3% < 8% (Mid Cap)
PAVNAIND,Automobile and Auto Components,252.69,Small Cap,False,ROE 4.0% < 10% (Small Cap)
PAYTM,Financial Services,67480.02,Large Cap,False,TTM Profit negative or zero
PCBL,Chemicals,9759.84,Mini Large,True,
PCJEWELLER,Consumer Durables,6653.9,Mini Large,False,Inconsistent profits: 7.0/13.0 quarters
PDMJEPAPER,Forest Materials,676.52,Small Cap,False,TTM Profit negative or zero
PDSL,Textiles,3695.31,Mid Cap,True,
PENIND,Capital Goods,1927.98,Mid Cap,True,
PENINLAND,Realty,517.5,Small Cap,False,TTM Profit negative or zero
PERSISTENT,Information Technology,73753.12,Large Cap,True,
PETRONET,"Oil, Gas & Consumable Fuels",38647.5,Large Cap,True,
PFC,Financial Services,136244.7,Large Cap,True,
PFIZER,Healthcare,21837.68,Large Cap,True,
PFOCUS,"Media, Entertainment & Publication",21467.78,Large Cap,False,TTM Profit negative or zero
PFS,Financial Services,1755.12,Mid Cap,True,
PGEL,Consumer Durables,14591.5,Mini Large,False,Promoter selling: -5.96% in 4Q
PGHH,Fast Moving Consumer Goods,31509.64,Large Cap,False,TTM Profit negative or zero
PGHL,Healthcare,8068.3,Mini Large,False,TTM Profit negative or zero
PGIL,Textiles,6873.45,Mini Large,True,
PHOENIXLTD,Realty,55186.6,Large Cap,True,
PIDILITIND,Chemicals,136513.0,Large Cap,True,
PIGL,Capital Goods,195.64,Small Cap,False,ROE 8.4% < 10% (Small Cap)
PIIND,Chemicals,44138.05,Large Cap,True,
PILANIINVS,Financial Services,5246.7,Mini Large,False,ROE 0.6% < 7% (Mini Large)
PILITA,Consumer Durables,174.84,Small Cap,False,TTM Profit negative or zero
PITTIENG,Capital Goods,2917.08,Mid Cap,True,
PIXTRANS,Capital Goods,1983.24,Mid Cap,True,
PLASTIBLEN,Chemicals,347.79,Small Cap,False,TTM Profit negative or zero
PLATIND,Chemicals,1154.94,Mid Cap,True,
PLAZACABLE,Capital Goods,145.21,Small Cap,False,TTM Profit negative or zero
PNB,Financial Services,128201.54,Large Cap,True,
PNBGILTS,Financial Services,1233.97,Mid Cap,False,TTM Profit negative or zero
PNBHOUSING,Financial Services,20629.67,Large Cap,True,
PNCINFRA,Construction,4777.02,Mid Cap,True,
PNGJL,Consumer Durables,7738.73,Mini Large,True,
POCL,Metals & Mining,3207.69,Mid Cap,False,Poor CF: 7.0/12.0 yrs
POKARNA,Consumer Durables,2570.38,Mid Cap,True,
POLICYBZR,Financial Services,69344.99,Large Cap,False,ROE 5.2% < 6% (Large Cap)
POLYCAB,Capital Goods,108072.99,Large Cap,True,
POLYMED,Healthcare,12592.59,Mini Large,True,
POLYPLEX,Capital Goods,2676.36,Mid Cap,False,Inconsistent profits: 10.0/13.0 quarters
PONNIERODE,Fast Moving Consumer Goods,236.46,Small Cap,False,TTM Profit negative or zero
POONAWALLA,Financial Services,31804.5,Large Cap,False,TTM Profit negative or zero
POWERGRID,Power,276785.98,Large Cap,True,
POWERINDIA,Capital Goods,111624.89,Large Cap,False,TTM Profit negative or zero
POWERMECH,Construction,6304.29,Mini Large,True,
PPAP,Automobile and Auto Components,284.1,Small Cap,False,ROE 2.5% < 10% (Small Cap)
PPL,Capital Goods,453.24,Small Cap,False,TTM Profit negative or zero
PPLPHARMA,Healthcare,18318.36,Mini Large,False,ROE 1.1% < 7% (Mini Large)
PRABHA,"Oil, Gas & Consumable Fuels",2217.65,Mid Cap,False,TTM Profit negative or zero
PRAJIND,Capital Goods,5792.87,Mini Large,True,
PRAKASH,Metals & Mining,2173.39,Mid Cap,True,
PRAXIS,Consumer Services,122.04,Small Cap,False,TTM Profit negative or zero
PRECAM,Automobile and Auto Components,1115.61,Mid Cap,False,ROE 6.6% < 8% (Mid Cap)
PRECWIRE,Capital Goods,5529.53,Mini Large,True,
PREMEXPLN,Chemicals,2355.75,Mid Cap,True,
PREMIERENE,Capital Goods,38837.0,Large Cap,True,
PREMIERPOL,Capital Goods,628.04,Small Cap,False,TTM Profit negative or zero
PRESTIGE,Realty,53763.75,Large Cap,False,ROE 3.9% < 6% (Large Cap)
PRICOLLTD,Automobile and Auto Components,6502.99,Mini Large,True,
PRIMESECU,Financial Services,954.46,Small Cap,False,Promoter nan% < 30% (Small Cap)
PRINCEPIPE,Capital Goods,2641.26,Mid Cap,False,TTM Profit negative or zero
PRITIKAUTO,Automobile and Auto Components,201.15,Small Cap,False,ROE 9.7% < 10% (Small Cap)
PRIVISCL,Chemicals,11434.83,Mini Large,False,Promoter selling: -13.45% in 4Q
PROTEAN,Information Technology,2121.01,Mid Cap,False,Promoter nan% < 25% (Mid Cap)
PROZONER,Realty,683.66,Small Cap,False,TTM Profit negative or zero
PRSMJOHNSN,Construction Materials,6293.47,Mini Large,False,ROE 3.1% < 7% (Mini Large)
PRUDENT,Financial Services,9262.63,Mini Large,True,
PSB,Financial Services,16315.0,Mini Large,False,TTM Profit negative or zero
PSPPROJECT,Construction,2582.51,Mid Cap,False,ROE 4.6% < 8% (Mid Cap)
PTC,Power,4889.47,Mid Cap,False,Promoter 16.22% < 25% (Mid Cap)
PTCIL,Capital Goods,26114.02,Large Cap,False,ROE 4.3% < 6% (Large Cap)
PTL,Services,498.93,Small Cap,False,ROE 5.9% < 10% (Small Cap)
PUNJABCHEM,Chemicals,1262.05,Mid Cap,True,
PURVA,Realty,4269.64,Mid Cap,False,TTM Profit negative or zero
PVP,Realty,655.97,Small Cap,False,TTM Profit negative or zero
PVRINOX,"Media, Entertainment & Publication",9682.52,Mini Large,False,TTM Profit negative or zero
PVSL,Automobile and Auto Components,608.53,Small Cap,False,TTM Profit negative or zero
PYRAMID,Capital Goods,542.87,Small Cap,False,TTM Profit negative or zero
QPOWER,Capital Goods,6463.1,Mini Large,True,
QUADFUTURE,Capital Goods,1200.2,Mid Cap,False,TTM Profit negative or zero
QUESS,Services,2652.04,Mid Cap,False,ROE 4.1% < 8% (Mid Cap)
QUICKHEAL,Information Technology,785.08,Small Cap,False,ROE 1.1% < 10% (Small Cap)
RACE,Utilities,177.9,Small Cap,False,ROE 5.5% < 10% (Small Cap)
RACLGEAR,Automobile and Auto Components,1476.35,Mid Cap,False,ROE 7.4% < 8% (Mid Cap)
RADHIKAJWE,Consumer Durables,682.18,Small Cap,False,TTM Profit negative or zero
RADIANTCMS,Services,381.59,Small Cap,True,
RADICO,Fast Moving Consumer Goods,35647.55,Large Cap,True,
RAILTEL,Telecommunication,8713.48,Mini Large,True,
RAIN,Chemicals,3663.14,Mid Cap,False,ROE 1.8% < 8% (Mid Cap)
RAINBOW,Healthcare,11312.39,Mini Large,True,
RAJRATAN,Automobile and Auto Components,1883.23,Mid Cap,True,
RAJSREESUG,Fast Moving Consumer Goods,93.81,Small Cap,False,D/E 3.5 > 1.0 (Small Cap)
RALLIS,Chemicals,4641.0,Mid Cap,True,
RAMANEWS,Forest Materials,496.34,Small Cap,False,TTM Profit negative or zero
RAMAPHO,Chemicals,416.45,Small Cap,False,TTM Profit negative or zero
RAMASTEEL,Capital Goods,885.1,Small Cap,False,ROE 4.9% < 10% (Small Cap)
RAMCOCEM,Construction Materials,21861.77,Large Cap,False,ROE 3.6% < 6% (Large Cap)
RAMCOIND,Construction Materials,2251.37,Mid Cap,False,ROE 4.2% < 8% (Mid Cap)
RAMCOSYS,Information Technology,1479.32,Mid Cap,False,TTM Profit negative or zero
RAMKY,Construction,3207.66,Mid Cap,True,
RAMRAT,Capital Goods,2870.95,Mid Cap,True,
RANASUG,Fast Moving Consumer Goods,178.45,Small Cap,False,TTM Profit negative or zero
RANEHOLDIN,Financial Services,1522.01,Mid Cap,True,
RATEGAIN,Information Technology,5685.6,Mini Large,True,
RATNAMANI,Capital Goods,16198.9,Mini Large,True,
RATNAVEER,Capital Goods,948.57,Small Cap,False,TTM Profit negative or zero
RAYMOND,Realty,2482.04,Mid Cap,True,
RAYMONDLSL,Textiles,5307.64,Mini Large,False,ROE 0.4% < 7% (Mini Large)
RBA,Consumer Services,3562.76,Mid Cap,False,TTM Profit negative or zero
RBLBANK,Financial Services,18373.36,Mini Large,False,ROE 5.0% < 7% (Mini Large)
RBZJEWEL,Consumer Durables,455.4,Small Cap,False,TTM Profit negative or zero
RCF,Chemicals,6433.23,Mini Large,False,ROE 4.9% < 7% (Mini Large)
RECLTD,Financial Services,87040.25,Large Cap,True,
REDINGTON,Services,16991.87,Mini Large,False,Promoter nan% < 20% (Mini Large)
REDTAPE,Consumer Durables,6478.9,Mini Large,True,
REFEX,Chemicals,2751.26,Mid Cap,True,
RELAXO,Consumer Durables,6819.67,Mini Large,False,TTM Profit negative or zero
RELIABLE,Financial Services,125.66,Small Cap,True,
RELIANCE,"Oil, Gas & Consumable Fuels",1914032.96,Large Cap,True,
RELIGARE,Financial Services,7188.44,Mini Large,False,ROE 6.3% < 7% (Mini Large)
RELTD,Capital Goods,2373.74,Mid Cap,False,ROE 5.6% < 8% (Mid Cap)
REMSONSIND,Automobile and Auto Components,302.67,Small Cap,True,
RENUKA,Fast Moving Consumer Goods,5301.66,Mini Large,False,TTM Profit negative or zero
REPCOHOME,Financial Services,2196.84,Mid Cap,True,
REPL,Construction,127.65,Small Cap,False,ROE 8.8% < 10% (Small Cap)
REPRO,"Media, Entertainment & Publication",525.18,Small Cap,False,TTM Profit negative or zero
RESPONIND,Consumer Durables,4055.65,Mid Cap,True,
RGL,Consumer Durables,1003.39,Mid Cap,False,ROE 5.1% < 8% (Mid Cap)
RHIM,Capital Goods,7647.78,Mini Large,False,ROE 5.0% < 7% (Mini Large)
RHL,Consumer Services,302.01,Small Cap,False,TTM Profit negative or zero
RICOAUTO,Automobile and Auto Components,1477.58,Mid Cap,False,ROE 2.8% < 8% (Mid Cap)
RIIL,Services,1079.65,Mid Cap,False,ROE 2.5% < 8% (Mid Cap)
RISHABH,Capital Goods,1493.08,Mid Cap,False,ROE 3.0% < 8% (Mid Cap)
RITCO,Services,559.19,Small Cap,False,D/E 1.07 > 1.0 (Small Cap)
RITES,Construction,9206.45,Mini Large,True,
RKEC,Construction,82.14,Small Cap,False,ROE 9.6% < 10% (Small Cap)
RKFORGE,Automobile and Auto Components,9047.04,Mini Large,True,
RKSWAMY,"Media, Entertainment & Publication",434.96,Small Cap,False,ROE 7.8% < 10% (Small Cap)
RMDRIP,Capital Goods,1070.39,Mid Cap,False,Promoter 21.06% < 25% (Mid Cap)
RML,Automobile and Auto Components,2000.51,Mid Cap,False,ROE 5.6% < 8% (Mid Cap)
ROHLTD,Consumer Services,861.33,Small Cap,False,D/E 2.82 > 1.0 (Small Cap)
ROLEXRINGS,Automobile and Auto Components,3244.58,Mid Cap,False,TTM Profit negative or zero
ROSSARI,Chemicals,2278.19,Mid Cap,True,
ROSSELLIND,Fast Moving Consumer Goods,177.25,Small Cap,False,ROE 4.4% < 10% (Small Cap)
ROSSTECH,Capital Goods,2724.88,Mid Cap,False,ROE 5.6% < 8% (Mid Cap)
ROTO,Capital Goods,1070.56,Mid Cap,True,
ROUTE,Telecommunication,2948.29,Mid Cap,True,
RPEL,Capital Goods,2950.3,Mid Cap,True,
RPGLIFE,Healthcare,3108.84,Mid Cap,False,ROE nan% < 8% (Mid Cap)
RPOWER,Power,9355.11,Mini Large,False,Inconsistent profits: 7.0/13.0 quarters
RPPINFRA,Construction,335.79,Small Cap,False,Promoter selling: -11.7% in 4Q
RPPL,Capital Goods,112.95,Small Cap,False,ROE 4.7% < 10% (Small Cap)
RPSGVENT,Services,1998.42,Mid Cap,False,ROE 6.2% < 8% (Mid Cap)
RPTECH,Information Technology,2256.08,Mid Cap,False,Poor CF: 1.0/7.0 yrs
RRKABEL,Capital Goods,15736.88,Mini Large,True,
RSSOFTWARE,Information Technology,70.75,Small Cap,False,Poor CF: 6.0/12.0 yrs
RSWM,Textiles,623.44,Small Cap,False,TTM Profit negative or zero
RSYSTEMS,Information Technology,3132.59,Mid Cap,True,
RTNINDIA,Consumer Services,3688.35,Mid Cap,False,ROE 7.8% < 8% (Mid Cap)
RTNPOWER,Power,4462.56,Mid Cap,False,ROE 4.9% < 8% (Mid Cap)
RUBFILA,Capital Goods,331.41,Small Cap,False,ROE 9.7% < 10% (Small Cap)
RUBYMILLS,Textiles,672.31,Small Cap,False,TTM Profit negative or zero
RUCHIRA,Forest Materials,307.19,Small Cap,False,TTM Profit negative or zero
RUPA,Textiles,985.79,Small Cap,False,ROE 8.2% < 10% (Small Cap)
RUSHIL,Consumer Durables,455.97,Small Cap,False,ROE 7.6% < 10% (Small Cap)
RUSTOMJEE,Realty,4734.38,Mid Cap,False,ROE 6.7% < 8% (Mid Cap)
RVNL,Construction,55174.64,Large Cap,True,
RVTH,Capital Goods,173.68,Small Cap,True,
SAFARI,Consumer Durables,7449.28,Mini Large,True,
SAGCEM,Construction Materials,2191.7,Mid Cap,False,TTM Profit negative or zero
SAGILITY,Information Technology,18285.27,Mini Large,False,ROE 6.1% < 7% (Mini Large)
SAHYADRI,Construction Materials,263.2,Small Cap,False,TTM Profit negative or zero
SAIL,Metals & Mining,64237.93,Large Cap,False,ROE 4.1% < 6% (Large Cap)
SAILIFE,Healthcare,21177.87,Large Cap,True,
SAKAR,Healthcare,1165.54,Mid Cap,False,ROE 5.9% < 8% (Mid Cap)
SAKHTISUG,Fast Moving Consumer Goods,175.43,Small Cap,False,TTM Profit negative or zero
SAKSOFT,Information Technology,1528.57,Mid Cap,True,
SALASAR,Capital Goods,1214.45,Mid Cap,False,ROE 2.3% < 8% (Mid Cap)
SALZERELEC,Capital Goods,974.78,Small Cap,False,ROE 9.1% < 10% (Small Cap)
SAMHI,Consumer Services,3192.45,Mid Cap,False,ROE 4.8% < 8% (Mid Cap)
SAMMAANCAP,Financial Services,11255.78,Mini Large,False,TTM Profit negative or zero
SAMPANN,Capital Goods,138.67,Small Cap,False,ROE 9.3% < 10% (Small Cap)
SANATHAN,Textiles,3193.43,Mid Cap,True,
SANDESH,"Media, Entertainment & Publication",709.1,Small Cap,False,ROE 5.5% < 10% (Small Cap)
SANDHAR,Automobile and Auto Components,2878.65,Mid Cap,True,
SANDUMA,"Oil, Gas & Consumable Fuels",9009.26,Mini Large,True,
SANGAMIND,Textiles,2151.39,Mid Cap,False,ROE 3.1% < 8% (Mid Cap)
SANGHIIND,Construction Materials,1303.0,Mid Cap,False,TTM Profit negative or zero
SANGHVIMOV,Services,2090.5,Mid Cap,True,
SANOFI,Healthcare,7806.99,Mini Large,True,
SANOFICONR,Healthcare,9806.6,Mini Large,False,TTM Profit negative or zero
SANSERA,Automobile and Auto Components,13554.65,Mini Large,True,
SANSTAR,Fast Moving Consumer Goods,1501.69,Mid Cap,True,
SAPPHIRE,Consumer Services,5152.31,Mini Large,False,ROE 1.2% < 7% (Mini Large)
SARDAEN,Metals & Mining,17927.4,Mini Large,True,
SAREGAMA,"Media, Entertainment & Publication",6610.44,Mini Large,True,
SARLAPOLY,Textiles,693.16,Small Cap,True,
SASKEN,Information Technology,1783.5,Mid Cap,False,ROE 6.4% < 8% (Mid Cap)
SASTASUNDR,Healthcare,917.81,Small Cap,False,TTM Profit negative or zero
SATIA,Forest Materials,597.8,Small Cap,False,TTM Profit negative or zero
SATIN,Financial Services,1596.59,Mid Cap,True,
SAURASHCEM,Construction Materials,660.94,Small Cap,False,ROE 0.7% < 10% (Small Cap)
SBC,Textiles,1505.24,Mid Cap,False,D/E 2.8 > 1.5 (Mid Cap)
SBCL,Capital Goods,2336.14,Mid Cap,True,
SBFC,Financial Services,9594.2,Mini Large,True,
SBGLP,Realty,442.89,Small Cap,False,Poor CF: 0/4.0 yrs
SBICARD,Financial Services,65544.7,Large Cap,False,TTM Profit negative or zero
SBILIFE,Financial Services,190262.26,Large Cap,False,TTM Profit negative or zero
SBIN,Financial Services,976599.34,Large Cap,True,
SCHAEFFLER,Automobile and Auto Components,65436.53,Large Cap,True,
SCHAND,"Media, Entertainment & Publication",516.24,Small Cap,False,ROE 6.6% < 10% (Small Cap)
SEJALLTD,Capital Goods,487.14,Small Cap,False,D/E 4.13 > 1.0 (Small Cap)
SENCO,Consumer Durables,4848.29,Mid Cap,False,ROE 7.5% < 8% (Mid Cap)
SENORES,Healthcare,3461.39,Mid Cap,False,ROE 7.1% < 8% (Mid Cap)
SEPC,Construction,1002.75,Mid Cap,False,ROE 1.3% < 8% (Mid Cap)
SERVOTECH,Capital Goods,1551.78,Mid Cap,True,
SESHAPAPER,Forest Materials,1633.46,Mid Cap,False,ROE 5.4% < 8% (Mid Cap)
SETCO,Automobile and Auto Components,211.05,Small Cap,False,TTM Profit negative or zero
SFL,Consumer Durables,5609.48,Mini Large,False,ROE 3.1% < 7% (Mini Large)
SGIL,Capital Goods,782.65,Small Cap,False,TTM Profit negative or zero
SHAILY,Capital Goods,11033.45,Mini Large,True,
SHAKTIPUMP,Capital Goods,6126.09,Mini Large,True,
SHALBY,Healthcare,1503.01,Mid Cap,False,ROE 0.2% < 8% (Mid Cap)
SHALPAINTS,Consumer Durables,374.27,Small Cap,False,TTM Profit negative or zero
SHANKARA,Consumer Services,263.44,Small Cap,False,Promoter selling: -9.08% in 4Q
SHANTIGEAR,Capital Goods,3379.64,Mid Cap,False,TTM Profit negative or zero
SHARDACROP,Chemicals,8841.11,Mini Large,True,
SHARDAMOTR,Automobile and Auto Components,4514.25,Mid Cap,True,
SHAREINDIA,Financial Services,2736.19,Mid Cap,True,
SHEMAROO,"Media, Entertainment & Publication",262.33,Small Cap,False,TTM Profit negative or zero
SHILPAMED,Healthcare,6323.17,Mini Large,False,ROE 3.2% < 7% (Mini Large)
SHIVALIK,Chemicals,368.21,Small Cap,False,ROE 3.4% < 10% (Small Cap)
SHIVAMAUTO,Automobile and Auto Components,211.5,Small Cap,False,TTM Profit negative or zero
SHK,Chemicals,1728.05,Mid Cap,False,ROE 5.5% < 8% (Mid Cap)
SHOPERSTOP,Consumer Services,3176.88,Mid Cap,False,ROE 3.8% < 8% (Mid Cap)
SHREDIGCEM,Construction Materials,889.29,Small Cap,False,ROE 6.8% < 10% (Small Cap)
SHREECEM,Construction Materials,84916.04,Large Cap,False,ROE 5.0% < 6% (Large Cap)
SHREEPUSHK,Chemicals,966.69,Small Cap,True,
SHREERAMA,Capital Goods,594.72,Small Cap,False,TTM Profit negative or zero
SHREYANIND,Forest Materials,207.67,Small Cap,False,TTM Profit negative or zero
SHRIPISTON,Automobile and Auto Components,13765.57,Mini Large,True,
SHRIRAMFIN,Financial Services,176600.23,Large Cap,True,
SHRIRAMPPS,Realty,1167.35,Mid Cap,False,ROE 5.5% < 8% (Mid Cap)
SHYAMMETL,Capital Goods,22127.51,Large Cap,True,
SIEMENS,Capital Goods,111451.48,Large Cap,True,
SIGACHI,Healthcare,725.96,Small Cap,False,Promoter selling: -5.01% in 4Q
SIGMA,Information Technology,408.07,Small Cap,True,
SIGNATURE,Realty,10730.1,Mini Large,False,D/E 3.56 > 2.0 (Mini Large)
SIGNPOST,"Media, Entertainment & Publication",1256.34,Mid Cap,False,Promoter selling: -6.51% in 4Q
SILGO,Consumer Durables,187.64,Small Cap,False,ROE 4.0% < 10% (Small Cap)
SILINV,Financial Services,426.38,Small Cap,False,ROE 1.1% < 10% (Small Cap)
SILVERTUC,Information Technology,1559.76,Mid Cap,True,
SIMPLEXINF,Construction,1306.97,Mid Cap,False,ROE 1.3% < 8% (Mid Cap)
SINCLAIR,Consumer Services,379.02,Small Cap,False,ROE 3.1% < 10% (Small Cap)
SINDHUTRAD,Services,3598.71,Mid Cap,False,ROE 7.5% < 8% (Mid Cap)
SINTERCOM,Automobile and Auto Components,214.66,Small Cap,False,TTM Profit negative or zero
SIRCA,Consumer Durables,2443.84,Mid Cap,True,
SIS,Consumer Services,3865.84,Mid Cap,False,ROE 0.5% < 8% (Mid Cap)
SIYSIL,Textiles,2161.61,Mid Cap,True,
SJS,Automobile and Auto Components,5064.4,Mini Large,True,
SJVN,Power,27540.01,Large Cap,False,ROE 5.6% < 6% (Large Cap)
SKFINDIA,Capital Goods,7600.59,Mini Large,True,
SKIPPER,Capital Goods,3954.5,Mid Cap,True,
SKMEGGPROD,Fast Moving Consumer Goods,816.51,Small Cap,True,
SKYGOLD,Consumer Durables,5368.7,Mini Large,False,Promoter selling: -6.5% in 4Q
SMCGLOBAL,Financial Services,1356.91,Mid Cap,True,
SMLT,Capital Goods,90.92,Small Cap,False,TTM Profit negative or zero
SMSPHARMA,Healthcare,3606.07,Mid Cap,True,
SNOWMAN,Services,571.53,Small Cap,False,TTM Profit negative or zero
SOBHA,Realty,13547.83,Mini Large,False,ROE 2.1% < 7% (Mini Large)
SOLARA,Healthcare,2168.68,Mid Cap,False,ROE 0.1% < 8% (Mid Cap)
SOLARINDS,Chemicals,117039.84,Large Cap,True,
SOLEX,Capital Goods,1090.78,Mid Cap,False,D/E 1.57 > 1.5 (Mid Cap)
SOMANYCERA,Consumer Durables,1557.94,Mid Cap,False,ROE 7.4% < 8% (Mid Cap)
SOMICONVEY,Capital Goods,118.61,Small Cap,False,TTM Profit negative or zero
SONACOMS,Automobile and Auto Components,31481.0,Large Cap,True,
SONAMLTD,Consumer Durables,215.09,Small Cap,False,TTM Profit negative or zero
SONATSOFTW,Information Technology,6569.42,Mini Large,True,
SOTL,"Oil, Gas & Consumable Fuels",2350.59,Mid Cap,False,ROE 6.5% < 8% (Mid Cap)
SOUTHBANK,Financial Services,9427.86,Mini Large,False,Promoter nan% < 20% (Mini Large)
SOUTHWEST,Services,614.87,Small Cap,False,ROE 8.8% < 10% (Small Cap)
SPAL,Textiles,1794.75,Mid Cap,True,
SPANDANA,Financial Services,1843.74,Mid Cap,False,TTM Profit negative or zero
SPARC,Healthcare,3745.63,Mid Cap,False,TTM Profit negative or zero
SPECIALITY,Consumer Services,465.76,Small Cap,False,ROE 6.6% < 10% (Small Cap)
SPECTRUM,Capital Goods,2263.74,Mid Cap,False,Poor CF: 4.0/7.0 yrs
SPENCERS,Consumer Services,266.32,Small Cap,False,TTM Profit negative or zero
SPIC,Chemicals,1250.96,Mid Cap,False,Poor CF: 7.0/12.0 yrs
SPLPETRO,Chemicals,12296.96,Mini Large,False,ROE 2.7% < 7% (Mini Large)
SPMLINFRA,Construction,1317.22,Mid Cap,False,ROE 6.0% < 8% (Mid Cap)
SPORTKING,Textiles,1492.5,Mid Cap,False,TTM Profit negative or zero
SRD,Chemicals,284.14,Small Cap,False,TTM Profit negative or zero
SREEL,Consumer Durables,431.5,Small Cap,False,TTM Profit negative or zero
SRF,Chemicals,72757.47,Large Cap,True,
SRHHYPOLTD,Chemicals,739.03,Small Cap,False,ROE 8.7% < 10% (Small Cap)
SRM,Construction,927.46,Small Cap,True,
SSDL,Textiles,222.67,Small Cap,False,Poor CF: 1.0/2.0 yrs
SSWL,Automobile and Auto Components,2917.33,Mid Cap,True,
STALLION,Chemicals,1331.39,Mid Cap,False,TTM Profit negative or zero
STANLEY,Consumer Durables,827.52,Small Cap,False,ROE 6.2% < 10% (Small Cap)
STAR,Healthcare,8329.19,Mini Large,False,Inconsistent profits: 9.0/13.0 quarters
STARCEMENT,Construction Materials,8746.06,Mini Large,False,ROE 5.6% < 7% (Mini Large)
STARHEALTH,Financial Services,26598.58,Large Cap,False,TTM Profit negative or zero
STARPAPER,Forest Materials,205.7,Small Cap,True,
STARTECK,Financial Services,258.12,Small Cap,False,ROE 5.0% < 10% (Small Cap)
STCINDIA,Services,644.52,Small Cap,False,ROE nan% < 10% (Small Cap)
STEELCAS,Capital Goods,2321.38,Mid Cap,False,TTM Profit negative or zero
STEELXIND,Capital Goods,922.94,Small Cap,False,D/E 2.32 > 1.0 (Small Cap)
STEL,Financial Services,828.37,Small Cap,False,ROE 0.9% < 10% (Small Cap)
STERTOOLS,Automobile and Auto Components,645.3,Small Cap,True,
STLTECH,Telecommunication,9204.23,Mini Large,False,TTM Profit negative or zero
STOVEKRAFT,Consumer Durables,1651.23,Mid Cap,False,Inconsistent profits: 3.0/4.0 quarters
STYLAMIND,Consumer Durables,3738.23,Mid Cap,True,
STYLEBAAZA,Consumer Services,1812.08,Mid Cap,False,ROE 3.3% < 8% (Mid Cap)
STYRENIX,Chemicals,3465.94,Mid Cap,True,
SUBEXLTD,Information Technology,451.1,Small Cap,False,TTM Profit negative or zero
SUBROS,Capital Goods,4413.52,Mid Cap,True,
SUDARSCHEM,Chemicals,6387.61,Mini Large,False,ROE 1.7% < 7% (Mini Large)
SUKHJITS,Fast Moving Consumer Goods,507.96,Small Cap,False,ROE 7.3% < 10% (Small Cap)
SULA,Fast Moving Consumer Goods,1289.31,Mid Cap,False,Promoter 24.35% < 25% (Mid Cap)
SUMEETINDS,Textiles,1546.87,Mid Cap,False,Inconsistent profits: 7.0/13.0 quarters
SUMICHEM,Chemicals,19316.94,Mini Large,True,
SUMIT,Realty,201.58,Small Cap,False,ROE 6.7% < 10% (Small Cap)
SUMMITSEC,Financial Services,1630.91,Mid Cap,False,ROE 0.6% < 8% (Mid Cap)
SUNCLAY,Automobile and Auto Components,2851.33,Mid Cap,False,TTM Profit negative or zero
SUNDARMFIN,Financial Services,51557.66,Large Cap,True,
SUNDRMFAST,Automobile and Auto Components,17083.44,Mini Large,True,
SUNDROP,Fast Moving Consumer Goods,2343.42,Mid Cap,False,TTM Profit negative or zero
SUNFLAG,Capital Goods,3922.3,Mid Cap,False,ROE 1.9% < 8% (Mid Cap)
SUNPHARMA,Healthcare,426385.81,Large Cap,True,
SUNTECK,Realty,4518.33,Mid Cap,False,ROE 4.5% < 8% (Mid Cap)
SUNTV,"Media, Entertainment & Publication",23367.25,Large Cap,True,
SUPERHOUSE,Consumer Durables,154.25,Small Cap,False,ROE 1.9% < 10% (Small Cap)
SUPRAJIT,Automobile and Auto Components,5521.82,Mini Large,True,
SUPREME,Realty,199.56,Small Cap,False,ROE 1.9% < 10% (Small Cap)
SUPREMEIND,Capital Goods,48728.24,Large Cap,True,
SUPRIYA,Healthcare,4701.81,Mid Cap,False,TTM Profit negative or zero
SURAJEST,Realty,965.58,Small Cap,False,Poor CF: 3.0/7.0 yrs
SURAJLTD,Capital Goods,423.18,Small Cap,False,ROE 9.6% < 10% (Small Cap)
SURAKSHA,Healthcare,1355.66,Mid Cap,True,
SURANASOL,Capital Goods,109.24,Small Cap,False,TTM Profit negative or zero
SURANAT&P,Power,234.05,Small Cap,False,Revenue 16.0Cr < 20Cr (Small Cap)
SURYAROSNI,Capital Goods,4549.65,Mid Cap,True,
SURYODAY,Financial Services,1313.1,Mid Cap,False,TTM Profit negative or zero
SUTLEJTEX,Textiles,484.94,Small Cap,False,TTM Profit negative or zero
SUVEN,Healthcare,3534.65,Mid Cap,False,TTM Profit negative or zero
