Symbol,Exchange,Ticker,passed,fail_reason,Price,Avg_Daily_Value_L,Market_Cap_Cr,Data_Rows
ATULAUTO,NSE,ATULAUTO.NS,True,,417.05,1610.94,1157.37,3142.0
AUBANK,NSE,AUBANK.NS,True,,901.5,26353.75,67358.34,2150.0
AURIONPRO,NSE,AURIONPRO.NS,True,,815.5,1693.9,4502.66,5034.0
AUROPHARMA,NSE,AUROPHARMA.NS,True,,1291.4,20345.33,75004.72,7575.0
AURUM,NSE,AURUM.NS,True,,170.69,166.4,1300.11,2614.0
AUTOAXLES,NSE,AUTOAXLES.NS,True,,1666.7,264.07,2520.17,5890.0
AUTOIND,NSE,AUTOIND.NS,True,,59.73,57.04,271.03,4721.0
AVADHSUGAR,NSE,AVADHSUGAR.NS,True,,456.1,486.88,913.04,2134.0
AVALON,NSE,AVALON.NS,True,,951.9,2203.96,6355.47,725.0
AVANTEL,NSE,AVANTEL.NS,True,,127.38,1861.19,3384.62,405.0
AVANTIFEED,NSE,AVANTIFEED.NS,True,,1206.0,19063.29,16431.22,4000.0
AVG,NSE,AVG.NS,True,,173.24,76.51,260.86,1953.0
AVL,NSE,AVL.NS,True,,457.75,708.89,5913.72,340.0
AVONMORE,NSE,AVONMORE.NS,True,,12.08,34.07,340.88,792.0
AVROIND,NSE,AVROIND.NS,True,,124.4,33.57,165.59,1877.0
AVTNPL,NSE,AVTNPL.NS,True,,58.99,35.38,905.92,4734.0
AWFIS,NSE,AWFIS.NS,True,,263.6,981.54,1885.81,451.0
AWHCL,NSE,AWHCL.NS,True,,438.55,2345.14,1244.24,1291.0
AWL,NSE,AWL.NS,True,,192.1,5507.46,24903.36,1018.0
AXISBANK,NSE,AXISBANK.NS,True,,1203.9,79613.6,374443.17,6826.0
AXISCADES,NSE,AXISCADES.NS,True,,1426.0,1644.78,6062.98,5891.0
AYMSYNTEX,NSE,AYMSYNTEX.NS,True,,183.27,67.07,1073.62,2617.0
AZAD,NSE,AZAD.NS,True,,1469.4,2471.44,9489.64,552.0
BAIDFIN,NSE,BAIDFIN.NS,True,,10.82,17.56,167.59,780.0
BAJAJ-AUTO,NSE,BAJAJ-AUTO.NS,True,,9051.0,28413.01,252751.46,5893.0
BAJAJCON,NSE,BAJAJCON.NS,True,,366.3,6238.51,4784.55,3848.0
BAJAJELEC,NSE,BAJAJELEC.NS,True,,353.65,2109.58,4088.82,4532.0
BAJAJFINSV,NSE,BAJAJFINSV.NS,True,,1710.3,20874.94,273219.95,5859.0
BAJAJHCARE,NSE,BAJAJHCARE.NS,True,,312.95,620.83,988.76,1070.0
BAJAJHFL,NSE,BAJAJHFL.NS,True,,81.45,4546.66,67836.95,377.0
